"MIKEsiteID","year.index","mean","sd","X2.5.","X97.5.","Rhat","n.eff","year","Source"
"ODZ",10,0.729772105453259,0.0642941402806698,0.594898672278181,0.841144851610366,1.00127470328201,3300,2012,"Drop"
"ODZ",11,0.653859357917369,0.0728482262627128,0.50363044731328,0.786270982461391,1.00165107481304,2000,2013,"Drop"
"ODZ",12,0.737317910050626,0.0631281152799402,0.60322915483981,0.848522901818413,1.00097589967151,4500,2014,"Drop"
"ODZ",13,0.692192568540577,0.0699548746257579,0.541735475279797,0.812302984001026,1.00394524173834,610,2015,"Drop"
"ODZ",14,0.686079104583854,0.0725065423318403,0.531893039293248,0.813810739951322,1.00246070941301,1100,2016,"Drop"
"ODZ",15,0.61948035727588,0.0773989219722832,0.462561631187876,0.765003994671266,1.00183105831202,1700,2017,"Drop"
"ODZ",16,0.551692179484093,0.0781304298798512,0.403224625105195,0.699673704722563,1.00120695147927,3700,2018,"Drop"
"ODZ",17,0.346598247498428,0.0728018599640518,0.214537141083655,0.499625400814773,1.00595792460756,380,2019,"Drop"
"OKP",1,0.381571498934381,0.082227716445063,0.229741786390311,0.549447564049691,1.00124821406973,3400,2003,"Drop"
"OKP",2,0.405474035551065,0.0806205008939464,0.25385402153528,0.573565960268391,1.00080856967783,4500,2004,"Drop"
"OKP",3,0.352862658247386,0.0807887925482557,0.208730573861487,0.518395781898949,1.00119377951953,3800,2005,"Drop"
"OKP",4,0.407613623292577,0.0906893816617726,0.24140462165908,0.586999659591404,1.00222789852205,1300,2006,"Drop"
"OKP",5,0.412803653237907,0.0877247634315303,0.246089101940903,0.589300351539636,1.00150432420321,2400,2007,"Drop"
"OKP",6,0.572509618263506,0.085260344942886,0.396417932979742,0.731690059247542,1.00110263142407,4500,2008,"Drop"
"OKP",7,0.538647512477336,0.0827434478005665,0.371841219138652,0.69468895696717,1.00144355331994,2600,2009,"Drop"
"OKP",8,0.530484523949207,0.0830903034099748,0.36248024926769,0.68795970053177,1.00142939296738,2600,2010,"Drop"
"OKP",9,0.757307941861955,0.0599486017623719,0.625010654898638,0.857798411669383,1.00083461586234,4500,2011,"Drop"
